Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
Seychelles	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,326.824	2,392.247	2,296.719	2,280.452	2,338.076	2,588.553	3,165.945	3,638.988	4,128.118	4,407.201	5,302.844	5,314.655	6,128.346	6,559.088	6,555.429	6,748.825	6,583.091	7,280.929	7,715.784	7,747.491	7,578.829	7,663.083	8,431.923	8,524.935	10,176.659	11,093.314	12,014.418	12,155.702	11,480.433	9,707.265	10,805.099	11,647.017	11,999.897	14,762.223	14,701.368	14,782.718	15,234.000	15,658.062	16,312.560	2015
Seychelles	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	4,497.739	4,653.194	4,839.552	4,999.591	5,368.052	6,060.736	6,191.321	6,382.083	6,931.423	7,894.318	8,753.547	9,171.605	10,007.544	10,767.176	10,446.196	10,559.392	11,654.840	13,144.718	13,351.522	13,541.020	14,309.837	14,291.051	14,416.398	13,828.525	13,854.997	15,517.712	17,137.432	19,327.358	18,858.196	18,717.411	19,519.786	21,553.492	22,536.052	23,833.859	24,969.478	25,988.130	27,308.307	28,711.611	29,920.933	2015
Seychelles	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2015 Employment type: National definition Primary domestic currency: Seychelles rupee Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.700	7.452	6.757	4.211	3.172	3.112	4.412	4.064	3.151	3.531	3.624	2.511	1.863	1.716	5.136	4.605	4.130	3.705	3.325	2.983	2.684	2.684	3.000	3.000	2015
Seychelles	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Seychelles rupee Data last updated: 09/2017	0.063	0.064	0.064	0.064	0.065	0.065	0.066	0.068	0.069	0.069	0.070	0.070	0.071	0.072	0.074	0.075	0.076	0.077	0.079	0.080	0.081	0.081	0.083	0.083	0.082	0.083	0.085	0.085	0.087	0.087	0.090	0.087	0.088	0.090	0.091	0.093	0.094	0.094	0.095	2015
Sierra Leone	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	536.448	619.647	729.267	942.861	1,444.054	2,445.361	5,658.818	10,205.359	15,643.451	25,825.916	35,514.485	82,938.751	122,921.858	159,515.029	197,580.349	244,361.790	322,806.901	310,000.691	387,241.930	437,275.554	468,945.597	504,270.263	585,611.648	690,520.919	794,096.015	931,618.328	1,057,389.333	1,189,801.224	1,350,389.923	1,472,793.049	1,782,972.354	2,181,780.408	2,762,176.032	3,492,159.824	3,640,509.348	3,415,419.300	3,703,598.168	4,486,893.731	5,065,067.567	2016
Sierra Leone	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	511.001	534.594	588.760	500.104	575.332	480.032	351.651	299.783	481.128	431.779	234.503	280.821	246.118	281.104	336.743	324.087	350.591	315.712	247.657	242.365	227.305	252.367	278.186	292.814	291.951	322.093	356.824	398.598	453.958	435.010	448.198	501.655	635.889	805.265	803.361	672.891	577.133	593.903	616.842	2016
Sierra Leone	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	868.542	944.305	999.790	999.433	1,046.496	987.495	986.690	1,013.817	1,048.475	1,116.870	1,162.379	1,102.189	1,024.010	1,059.530	1,131.259	1,045.545	802.252	670.935	666.840	611.473	632.054	736.193	903.509	960.501	1,006.046	1,044.558	1,087.918	1,176.762	1,238.088	1,262.363	1,320.176	1,404.756	1,616.568	1,942.250	2,024.643	1,605.012	1,691.962	1,791.276	1,901.237	2016
Sierra Leone	Unemployment rate	Percent of total labor force																																										
Sierra Leone	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Sierra Leonean leone Data last updated: 09/2017	3.329	3.411	3.482	3.564	3.585	3.656	3.738	3.819	3.901	3.993	4.043	4.053	4.032	3.991	3.952	3.927	3.920	3.928	3.962	4.030	4.140	4.296	4.493	4.713	4.928	5.120	5.281	5.416	5.532	5.641	5.752	5.865	5.979	6.104	6.232	6.319	6.439	6.561	6.686	2016
Singapore	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	10,714.163	11,980.528	12,835.910	14,188.077	15,263.041	14,921.251	14,946.478	16,398.544	18,748.480	20,889.276	23,138.906	25,057.423	26,298.589	29,573.067	32,958.941	35,345.464	37,030.853	39,178.612	36,524.706	36,943.706	41,018.455	38,659.651	39,423.341	41,069.975	46,320.390	49,715.385	53,355.039	59,113.860	56,201.311	56,111.058	63,497.758	66,873.045	68,022.623	70,108.831	71,383.437	73,730.163	73,167.460	74,893.378	76,771.618	2016
Singapore	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	5,003.793	5,678.783	6,003.197	6,712.848	7,156.011	6,782.808	6,864.402	7,788.302	9,316.091	10,711.190	12,766.104	14,504.262	16,135.925	18,301.553	21,577.839	24,936.399	26,262.699	26,387.393	21,825.948	21,796.631	23,793.284	21,577.492	22,016.985	23,574.032	27,404.197	29,870.333	33,579.421	39,223.538	39,722.148	38,577.168	46,569.395	53,167.695	54,432.198	56,028.795	56,338.295	53,628.762	52,960.558	53,880.128	55,231.380	2016
Singapore	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	8,851.517	10,209.173	11,121.343	12,385.754	13,692.730	14,014.657	14,500.720	16,224.618	18,191.529	20,220.999	22,194.891	23,780.834	25,276.014	28,141.864	30,896.454	32,747.442	34,428.532	36,669.341	35,031.849	37,435.557	40,978.015	40,408.015	42,367.903	45,799.706	50,911.541	55,172.827	59,999.464	64,465.974	63,438.257	61,646.771	70,647.047	75,013.187	77,429.472	81,287.244	84,597.076	86,139.033	87,832.340	90,531.401	93,678.140	2016
Singapore	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: National definition. Prior to 1986 unemployment data excludes non-residents. Primary domestic currency: Singapore dollar Data last updated: 09/2017	5.751	5.925	6.281	5.570	6.135	4.565	2.012	3.900	2.575	1.775	1.775	1.750	1.800	1.700	1.725	1.750	1.650	1.425	2.500	2.800	2.675	2.650	3.550	3.950	3.350	3.125	2.650	2.125	2.225	3.025	2.175	2.025	1.950	1.900	1.950	1.900	2.075	2.200	2.100	2016
Singapore	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2016. Data is reported as of mid-year, as opposed to end-year. Primary domestic currency: Singapore dollar Data last updated: 09/2017	2.414	2.533	2.646	2.681	2.732	2.736	2.733	2.775	2.846	2.931	3.047	3.135	3.231	3.313	3.419	3.525	3.671	3.796	3.927	3.959	4.028	4.138	4.176	4.115	4.167	4.266	4.401	4.589	4.839	4.988	5.077	5.184	5.312	5.399	5.470	5.535	5.607	5.675	5.737	2016
Slovak Republic	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2,606.995	3,123.572	3,647.465	4,058.840	4,539.135	4,949.097	5,293.080	5,853.548	6,378.896	6,930.701	7,703.308	8,582.013	9,383.595	10,473.358	11,734.932	12,740.101	11,894.896	12,536.579	13,097.452	13,452.844	13,707.641	14,022.732	14,514.044	14,919.690	15,514.318	16,259.951	2016
Slovak Republic	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2,561.138	2,938.648	3,696.547	3,989.983	4,069.762	4,232.730	3,864.179	3,832.551	3,976.091	4,620.684	6,330.039	8,027.210	9,129.071	10,683.494	14,349.919	18,048.518	16,567.180	16,634.711	18,223.682	17,294.620	18,205.883	18,633.719	16,105.146	16,498.533	17,491.098	19,128.148	2016
Slovak Republic	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8,163.474	8,804.990	9,642.276	10,477.987	11,191.828	11,748.134	11,890.806	12,296.492	13,041.873	13,840.556	14,892.722	16,115.969	17,754.824	19,846.386	22,573.775	24,299.365	23,128.928	24,555.308	25,758.977	26,609.676	27,409.388	28,591.663	29,979.009	31,330.631	32,895.411	34,743.227	2016
Slovak Republic	Unemployment rate	Percent of total labor force		Source: Haver Analytics. National Statistical Office Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.700	14.600	13.700	12.600	11.882	12.733	16.500	18.900	19.458	18.808	17.708	18.358	16.358	13.442	11.217	9.592	12.092	14.475	13.708	13.958	14.233	13.192	11.483	9.642	8.077	7.543	2016
Slovak Republic	Population	Persons	Millions	Source: Haver Analytics. National Statistical Office Latest actual data: 2016 Primary domestic currency: Euro Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.337	5.367	5.397	5.408	5.379	5.388	5.393	5.399	5.379	5.379	5.375	5.372	5.373	5.373	5.373	5.376	5.382	5.390	5.392	5.404	5.411	5.416	5.421	5.426	5.431	5.436	2016
Slovenia	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3,211.001	3,907.722	4,530.032	5,288.676	6,095.617	6,958.871	7,726.950	8,699.441	9,509.220	10,626.031	11,846.636	12,865.702	13,861.071	14,630.930	15,751.254	17,485.576	18,878.667	17,795.157	17,710.222	17,996.536	17,551.044	17,601.919	18,250.048	18,826.453	19,580.629	20,639.074	21,531.644	2016
Slovenia	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9,603.574	8,326.915	8,436.809	10,708.503	10,798.914	10,557.771	11,157.679	11,497.619	10,286.019	10,501.860	11,837.077	14,905.978	17,282.618	18,222.580	19,777.132	23,959.166	27,784.009	24,785.048	23,499.587	25,040.519	22,563.157	23,378.090	24,251.424	20,890.303	21,668.088	23,276.502	25,329.747	2016
Slovenia	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11,084.957	11,725.044	12,609.255	13,398.202	14,128.520	15,130.274	15,813.421	16,958.559	17,979.505	18,909.432	19,896.955	20,859.933	22,350.598	23,979.263	26,038.840	28,487.512	30,006.558	27,573.904	28,054.511	28,774.404	28,448.570	28,534.527	29,879.201	30,858.684	32,215.743	34,063.834	35,578.992	2016
Slovenia	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 07/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.836	8.591	8.497	7.000	6.892	6.917	7.367	7.408	6.742	6.192	6.342	6.700	6.342	6.542	5.992	4.858	4.392	5.892	7.267	8.208	8.892	10.142	9.733	9.000	8.025	6.785	6.415	2016
Slovenia	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Euro Data last updated: 07/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.999	1.989	1.989	1.989	1.990	1.987	1.985	1.978	1.988	1.990	1.994	1.995	1.996	1.998	2.003	2.010	2.010	2.032	2.047	2.050	2.055	2.059	2.061	2.063	2.064	2.066	2.067	2016
Solomon Islands	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	637.283	684.714	736.059	791.824	852.622	876.633	892.966	1,049.263	1,206.935	1,266.249	1,687.676	1,865.234	2,312.233	2,735.180	3,479.656	4,071.545	4,564.140	4,844.653	5,219.716	5,399.478	4,699.336	4,737.268	5,021.422	5,284.820	5,942.638	6,891.026	7,457.592	8,024.212	9,358.722	9,350.168	10,434.372	13,247.724	14,237.763	14,679.393	15,038.162	15,553.280	16,289.029	16,698.835	17,294.980	2014
Solomon Islands	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	767.971	786.877	757.961	689.407	669.398	592.013	512.757	523.770	579.556	552.165	667.386	687.074	789.670	858.033	1,057.210	1,195.439	1,279.776	1,303.398	1,083.907	1,116.023	923.443	897.552	744.050	704.085	793.967	915.158	980.042	1,048.642	1,207.902	1,160.785	1,293.864	1,733.710	1,935.740	2,010.288	2,042.088	1,971.553	2,053.167	2,074.150	2,187.815	2014
Solomon Islands	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	802.705	833.428	842.064	880.427	885.010	858.292	848.647	917.211	934.811	984.875	1,015.017	1,080.831	1,211.056	1,253.355	1,345.045	1,469.603	1,478.522	1,449.209	1,443.452	1,419.068	1,210.916	1,109.843	1,066.739	1,129.240	1,222.665	1,389.375	1,453.813	1,551.063	1,655.549	1,553.831	1,643.267	1,857.746	1,936.399	1,982.320	2,016.913	2,045.610	2,093.183	2,145.450	2,205.829	2014
Solomon Islands	Unemployment rate	Percent of total labor force																																										
Solomon Islands	Population	Persons	Millions	Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2014 Primary domestic currency: Solomon Islands dollar Data last updated: 08/2017	0.231	0.238	0.247	0.255	0.263	0.271	0.279	0.287	0.295	0.303	0.312	0.321	0.330	0.339	0.349	0.359	0.369	0.380	0.390	0.401	0.412	0.424	0.435	0.446	0.458	0.469	0.481	0.492	0.504	0.515	0.526	0.538	0.550	0.562	0.575	0.588	0.601	0.614	0.627	2014
Somalia	Gross domestic product per capita, current prices	National currency	Units																																									
Somalia	Gross domestic product per capita, current prices	U.S. dollars	Units																																									
Somalia	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units																																									
Somalia	Unemployment rate	Percent of total labor force																																										
Somalia	Population	Persons	Millions																																									
South Africa	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,222.421	2,514.046	2,781.836	3,100.605	3,542.502	3,992.571	4,574.237	5,233.285	6,147.188	7,220.628	8,126.420	9,080.499	9,928.150	11,077.335	12,234.541	13,610.186	15,034.613	16,382.036	17,477.237	18,873.005	21,076.258	22,951.821	26,507.807	28,535.029	31,403.479	34,436.662	38,157.867	43,200.942	47,880.171	50,001.535	54,041.455	58,627.584	62,185.399	66,657.691	70,627.615	73,968.201	78,008.954	81,595.604	85,567.323	2016
South Africa	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,853.526	2,865.010	2,561.740	2,783.100	2,400.340	1,792.065	2,003.023	2,570.271	2,704.735	2,753.513	3,140.342	3,289.043	3,481.424	3,390.848	3,446.835	3,752.377	3,499.202	3,555.708	3,159.393	3,087.271	3,039.041	2,667.886	2,520.592	3,772.063	4,868.694	5,412.938	5,638.677	6,123.957	5,802.368	5,926.401	7,380.612	8,083.126	7,574.425	6,907.234	6,512.759	5,800.328	5,302.043	6,089.224	6,291.715	2016
South Africa	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	4,630.876	5,200.573	5,361.864	5,331.269	5,657.864	5,633.509	5,620.301	5,760.163	6,081.607	6,330.912	6,398.350	6,387.731	6,234.928	6,303.786	6,492.140	6,690.516	6,974.712	7,161.441	7,166.400	7,338.203	7,700.328	7,970.552	8,327.446	8,642.344	9,173.873	9,847.043	10,584.289	11,301.862	11,735.312	11,486.326	11,815.642	12,280.759	12,600.315	12,930.024	13,185.173	13,294.604	13,290.647	13,403.227	13,591.017	2016
South Africa	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: National definition Primary domestic currency: South African rand Data last updated: 08/2017	9.241	9.824	10.755	12.543	13.718	15.452	16.049	16.592	17.238	17.829	18.784	20.162	21.213	22.163	22.890	16.500	20.300	22.000	26.100	23.300	23.000	25.950	27.800	27.650	25.150	24.650	23.550	23.000	22.525	23.700	24.875	24.800	24.875	24.725	25.100	25.350	26.725	27.600	28.300	2016
South Africa	Population	Persons	Millions	Source: IFS until 2000, then National Statistics Office from 2002. Latest actual data: 2016 Primary domestic currency: South African rand Data last updated: 08/2017	29.080	29.830	30.610	31.410	32.210	32.980	33.730	34.460	35.200	35.970	36.790	37.690	38.650	39.620	40.560	41.430	42.210	42.920	43.580	44.230	44.900	45.580	45.921	46.461	47.021	47.602	48.205	48.830	49.479	50.152	50.850	51.574	52.325	53.104	53.912	54.750	55.620	56.504	57.402	2016
South Sudan	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5,216.648	3,200.151	4,050.144	3,912.728	3,750.196	11,479.111	25,336.195	31,505.431	2008
South Sudan	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,736.429	1,084.797	1,372.930	1,326.349	1,049.773	244.468	221.908	223.460	2008
South Sudan	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3,562.036	1,644.457	2,062.631	2,065.563	1,995.222	1,656.642	1,503.380	1,408.403	2008
South Sudan	Unemployment rate	Percent of total labor force																																										
South Sudan	Population	Persons	Millions	Source: Population Census 2008 Latest actual data: 2008 Primary domestic currency: South Sudanese pound Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9.897	10.386	10.882	11.384	11.893	12.499	13.137	13.807	2008
Spain	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,627.755	2,966.748	3,390.239	3,851.881	4,299.270	4,774.884	5,429.305	6,046.066	6,692.758	7,491.150	8,336.853	9,126.467	9,794.963	10,177.251	10,760.561	11,558.539	12,219.062	12,960.135	13,826.547	14,786.835	15,935.391	17,159.573	18,088.468	19,041.321	20,098.848	21,312.650	22,722.321	23,892.628	24,274.251	23,271.318	23,214.247	22,903.268	22,233.012	22,012.508	22,323.157	23,176.806	24,005.919	25,015.746	26,087.709	2016
Spain	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	6,112.881	5,368.609	5,158.755	4,490.713	4,460.603	4,683.157	6,461.294	8,167.057	9,574.946	10,540.022	13,649.992	14,665.325	15,974.757	13,376.493	13,386.456	15,436.956	16,057.376	14,747.590	15,420.702	15,774.821	14,724.646	15,368.514	17,083.096	21,532.450	24,988.982	26,550.341	28,531.246	32,748.087	35,724.769	32,412.231	30,802.845	31,867.783	28,582.172	29,236.041	29,663.941	25,717.563	26,565.150	28,212.461	30,689.486	2016
Spain	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	7,883.292	8,503.474	9,094.252	9,564.582	10,032.202	10,560.518	11,111.041	12,017.071	13,067.258	14,226.379	15,293.228	16,158.464	16,612.511	16,732.188	17,440.280	18,494.582	19,243.568	20,276.094	21,337.263	22,575.221	24,052.547	25,452.956	26,165.999	27,033.797	28,214.411	29,648.958	31,335.667	32,736.018	33,202.445	31,991.004	32,251.937	32,466.590	32,074.559	32,156.229	33,283.412	34,755.627	36,346.596	38,170.875	39,944.386	2016
Spain	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 08/2017	11.011	13.755	15.770	17.215	19.937	21.305	20.907	20.223	19.238	17.240	16.238	16.313	18.353	22.640	24.118	22.900	22.080	20.610	18.605	15.640	13.857	10.540	11.450	11.485	10.965	9.153	8.453	8.233	11.245	17.855	19.858	21.390	24.788	26.095	24.443	22.058	19.635	17.120	15.630	2016
Spain	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2016 Notes: There is a break in series starting 2002 Primary domestic currency: Euro Data last updated: 08/2017	37.656	38.014	38.217	38.397	38.550	38.686	38.798	38.888	38.971	39.048	39.117	39.221	39.350	39.473	39.579	39.672	39.764	39.869	40.008	40.215	40.554	40.766	41.424	42.196	42.859	43.663	44.361	45.236	45.983	46.368	46.562	46.736	46.766	46.593	46.455	46.410	46.399	46.333	46.268	2016
Sri Lanka	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	5,688.761	6,798.237	7,837.880	9,493.363	11,875.244	12,419.583	13,592.850	14,752.202	16,481.024	18,514.648	23,413.993	26,794.825	30,267.612	35,092.200	40,088.034	45,740.717	51,983.114	59,527.736	67,182.928	71,894.762	80,607.873	88,930.549	98,509.890	108,452.900	123,066.459	143,079.858	170,089.155	205,519.455	251,327.277	273,376.671	314,376.169	351,456.111	422,715.800	460,671.758	494,230.224	518,856.399	557,088.867	612,131.697	669,035.991	2012
Sri Lanka	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	344.064	353.229	376.604	401.850	466.031	456.508	484.428	499.475	516.863	513.625	582.032	630.274	672.009	709.093	805.992	846.906	917.734	1,010.510	1,027.582	1,017.776	1,048.948	993.476	1,030.393	1,124.232	1,216.603	1,424.392	1,636.504	1,858.804	2,320.278	2,376.826	2,779.737	3,177.479	3,311.994	3,576.202	3,784.450	3,769.526	3,788.758	3,905.600	4,049.347	2012
Sri Lanka	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,135.082	1,289.985	1,423.795	1,511.417	1,652.537	1,772.524	1,867.190	1,923.510	2,024.256	2,128.797	2,320.236	2,627.647	2,574.651	2,796.154	3,040.394	3,256.951	3,675.074	4,073.304	3,997.125	4,112.546	4,496.217	4,445.318	4,614.027	4,927.316	5,280.263	5,738.579	6,318.889	6,873.990	7,368.037	7,626.857	8,273.942	9,092.412	10,049.228	10,475.091	11,116.154	11,700.465	12,284.843	13,000.781	13,795.071	2012
Sri Lanka	Unemployment rate	Percent of total labor force		Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2014 Primary domestic currency: Sri Lanka rupee Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15.897	14.665	14.566	13.777	13.127	12.267	11.294	10.501	9.174	8.857	7.573	7.900	8.800	8.400	8.300	7.700	6.600	6.200	6.000	5.900	5.000	4.100	4.000	4.000	4.000	4.000	4.000	4.000	4.000	2014
Sri Lanka	Population	Persons	Millions	Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2012 Primary domestic currency: Sri Lanka rupee Data last updated: 09/2017	14.603	14.800	14.986	15.161	15.324	15.475	15.628	15.784	15.942	16.103	16.267	16.448	16.631	16.850	17.098	17.280	17.490	17.702	17.935	18.208	18.467	18.732	19.007	19.232	19.444	19.619	19.773	19.928	20.085	20.242	20.401	20.541	20.658	20.822	20.964	21.107	21.252	21.397	21.543	2012
St. Kitts and Nevis	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	3,614.616	4,346.258	4,987.576	4,940.555	5,790.962	6,495.932	7,698.392	8,880.041	10,603.295	11,859.898	13,418.999	13,266.164	14,545.095	15,680.176	17,304.381	18,414.668	19,418.910	21,608.963	22,267.225	23,351.848	24,904.607	26,909.857	27,764.357	26,353.038	28,021.568	29,844.985	34,481.285	36,061.090	39,049.281	37,756.725	36,360.435	38,373.337	36,962.707	39,189.748	41,660.620	42,566.931	43,176.965	44,524.369	46,467.495	2003
St. Kitts and Nevis	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,338.747	1,609.725	1,847.251	1,829.835	2,144.801	2,405.901	2,851.256	3,288.904	3,927.146	4,392.555	4,970.000	4,913.394	5,387.072	5,807.473	6,409.030	6,820.247	7,192.189	8,003.320	8,247.120	8,648.832	9,223.928	9,966.614	10,283.095	9,760.384	10,378.359	11,053.698	12,770.846	13,355.959	14,462.697	13,983.972	13,466.828	14,212.347	13,689.892	14,514.722	15,429.859	15,765.530	15,991.469	16,490.507	17,210.183	2003
St. Kitts and Nevis	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	3,257.588	3,677.306	4,165.216	4,262.655	4,867.939	5,382.356	6,022.245	6,742.230	7,758.483	8,584.808	9,392.734	9,883.108	10,331.072	11,023.057	11,718.474	12,225.473	13,029.880	14,063.882	14,198.297	14,801.634	16,768.093	17,876.239	18,221.210	17,303.219	18,015.692	19,825.811	20,265.977	20,851.024	22,237.664	21,921.103	21,291.057	21,283.331	21,245.493	22,728.629	24,035.634	25,184.880	26,001.393	26,848.918	27,986.571	2003
St. Kitts and Nevis	Unemployment rate	Percent of total labor force																																										
St. Kitts and Nevis	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2003 Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2017	0.043	0.043	0.043	0.043	0.042	0.042	0.042	0.041	0.041	0.041	0.041	0.041	0.041	0.042	0.042	0.043	0.043	0.044	0.044	0.045	0.046	0.046	0.047	0.048	0.048	0.049	0.050	0.050	0.051	0.052	0.052	0.053	0.054	0.054	0.055	0.056	0.056	0.057	0.058	2003
